         244222054 function calls (244208003 primitive calls) in 83.528 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      736    0.001    0.000    0.001    0.000 {built-in method zlib.decompressobj}
      634    0.001    0.000    0.005    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2511(composite_transform_factory)
     2457    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1929(get_matrix)
      830    0.001    0.000    0.004    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2836(min)
      142    0.001    0.000    0.007    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:1201(findfont)
  270/231    0.001    0.000    0.056    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:443(wrapper)
      842    0.001    0.000    0.004    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2692(max)
      411    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:809(set_size)
     1791    0.001    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/__init__.py:1273(is_interactive)
     2024    0.001    0.000    0.002    0.000 {built-in method builtins.setattr}
       64    0.001    0.000    0.005    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/numeric.py:2249(isclose)
      535    0.001    0.000    0.004    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:2421(all)
     3024    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
1294/1293    0.001    0.000    0.005    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1785(transform)
      675    0.001    0.000    0.022    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:147(<lambda>)
  153/152    0.001    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1109(get_points)
       80    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:1899(scale_range)
       80    0.001    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:474(transformed)
      325    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:192(__init__)
       49    0.001    0.000    0.001    0.000 {built-in method posix.lstat}
      173    0.001    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/path.py:99(__init__)
      444    0.001    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/markers.py:277(_recache)
     1112    0.001    0.000    0.001    0.000 {method 'count' of 'str' objects}
      616    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:451(get_transform)
      511    0.001    0.000    0.010    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:800(from_bounds)
      811    0.001    0.000    0.006    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:644(__eq__)
      183    0.001    0.000    0.009    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/h5py/_hl/selections.py:19(select)
      410    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:352(intervaly)
     1219    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
  114/113    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:379(bounds)
     1818    0.001    0.000    0.003    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/abc.py:117(__instancecheck__)
      625    0.001    0.000    0.006    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:200(reshape)
      472    0.001    0.000    0.005    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2009(rotate_deg)
      736    0.001    0.000    0.001    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/gzip.py:410(_init_read)
      128    0.001    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:218(<listcomp>)
     1490    0.001    0.000    0.001    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/enum.py:678(__new__)
       96    0.001    0.000    0.006    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1421(__sub__)
       77    0.001    0.000    0.001    0.000 {pandas._libs.lib.maybe_convert_objects}
      198    0.001    0.000    0.004    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:455(update_position)
      549    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:1332(_to_unmasked_float_array)
      112    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:1159(update_from)
      490    0.001    0.000    0.010    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2421(transform_affine)
     1213    0.001    0.000    0.003    0.000 {method 'max' of 'numpy.ndarray' objects}
      848    0.001    0.000    0.004    0.000 {method 'min' of 'numpy.ndarray' objects}
     1855    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x55db4001b5e0}
      110    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:416(_broadcast_shape)
      182    0.001    0.000    0.001    0.000 {h5py.h5t.check_vlen_dtype}
      175    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_api/__init__.py:134(check_shape)
      340    0.001    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:313(xmin)
      114    0.001    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:1493(get_font)
      370    0.001    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:328(ymax)
       22    0.001    0.000    0.001    0.000 {built-in method builtins.print}
       26    0.001    0.000    0.034    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/spines.py:142(get_window_extent)
      153    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:1141(score_stretch)
       60    0.001    0.000    0.005    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:351(_apply_params)
     2939    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
      360    0.001    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1195(_set_markercolor)
      120    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/lines.py:1136(set_linestyle)
       14    0.000    0.000    0.011    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:2384(_update_patch_limits)
       64    0.000    0.000    0.011    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:649(union)
  144/136    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/spines.py:332(get_spine_transform)
      296    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:893(get_unitless_position)
      716    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:271(convert_xunits)
    61/47    0.000    0.000    0.004    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:368(__init__)
    28/18    0.000    0.000    0.015    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:474(_get_bbox_and_child_offsets)
      852    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:1257(<genexpr>)
       78    0.000    0.000    0.034    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:221(get_text_width_height_descent)
      886    0.000    0.000    0.020    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:1216(_internal_update)
      634    0.000    0.000    0.005    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1343(__add__)
       36    0.000    0.000    0.078    0.002 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1304(<listcomp>)
      114    0.000    0.000    0.007    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:1271(_find_fonts_by_props)
       60    0.000    0.000    0.007    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:778(set_clip_path)
       33    0.000    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:469(__new__)
      358    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:318(ymin)
      186    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:33(seterr)
      183    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/h5py/_hl/selections.py:227(__init__)
     1213    0.000    0.000    0.003    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/_methods.py:39(_amax)
      320    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:568(__call__)
       98    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/getlimits.py:589(smallest_normal)
      114    0.000    0.000    0.010    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:263(_prepare_font)
      153    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:1083(score_family)
     1308    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:1265(set_text)
      436    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:687(_get_wrapped_text)
     1752    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:845(<genexpr>)
      504    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2425(transform_non_affine)
      724    0.000    0.000    0.001    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/copy.py:243(_keep_alive)
      340    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:323(xmax)
      256    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/markers.py:302(_set_fillstyle)
      297    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:438(set_transform)
      848    0.000    0.000    0.004    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/_methods.py:43(_amin)
      876    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:1206(set_y)
       74    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:619(padded)
       28    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:2010(_validate_steps)
      256    0.000    0.000    0.016    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/markers.py:228(__init__)
      159    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       36    0.000    0.000    0.037    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:200(draw_text)
  374/370    0.000    0.000    0.008    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:2204(getter)
     2759    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:650(get_family)
    86/44    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/units.py:164(get_converter)
      140    0.000    0.000    0.000    0.000 {method 'outer' of 'numpy.ufunc' objects}
       52    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/construction.py:494(sanitize_array)
      173    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/path.py:202(_update_values)
      241    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/font_manager.py:731(set_style)
      316    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/units.py:56(_is_natively_supported)
     1593    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      952    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:889(<listcomp>)
      436    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:315(get_rotation)
      186    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:132(geterr)
      110    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:480(broadcast_arrays)
       56    0.000    0.000    0.055    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:293(draw)
  571/569    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2605(get_matrix)
       35    0.000    0.000    0.001    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/pathlib.py:56(parse_parts)
       40    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:3050(_bind)
       21    0.000    0.000    0.001    0.000 {built-in method builtins.__build_class__}
       78    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      186    0.000    0.000    0.002    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:985(set_color)
      188    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/path.py:162(_fast_from_codes_and_verts)
